CODIGO MUESTRA;Código SNGM;Código Visita Terreno;Código Mapa;Nombre Punto de Agua;UTM E (WGS 84 18S);UTM N (WGS 84 18S);Altura GPS nav;Tipo;Categoría;Propietario o nombre de cuerpo de agua;FECHA;Hora;pH;Conductividad (uS/cm);Oxígeno disuelto (mg/l);Temperatura (°C);Temperatura (°K));ORP (mV);ORP (V);pe (25 °C);Eh SHE (mV);Eh SHE (V);pe SHE (25 °C);pe SHE (T°K);Observación;Informe Laboratorio;pH;Conductividad Laboratorio (uS/cm);Hidróxidos (mg/l);Carbonatos (mg/l);Bicarbonatos (mg/l);Ión Hidrógeno (mg/l);Fúor (mg/l);Calcio (mg/l);Magnesio (mg/l);Sodio (mg/l);Potasio (mg/l);Litio (mg/l);Sulfatos (mg/l);Cloruros (mg/l);Nitratos (mg/l);Alcalinidad Total (mg/l);Acidez (mg/l);Dureza Total (mg/l);Dureza carbonatosa (mg/l);Dureza no carbonatosa (mg/l);TSD (mg/l);TSD Evap, 103ºC (mg/l);Aluminio;Antimonio;Arsenico;Bario;Berilio;Boro;Cadmio;Cobalto;Cobre;Cromo;Estaño;Fosforo;Hierro;Manganeso;Molibdeno;Plata;Plomo;Selenio;Vanadio;Zinc;Mercurio (mg/l);COT (mg/l);Br (mg/l)   ;Rb (mg/l)   ;Sr (mg/l)   ;Y (mg/l)    ;Cs (mg/l)   ;Hf (mg/l)  ;Ta (mg/l)   ;Tl (mg/l)   ;Th (mg/l)   ;U (mg/l)    ;Ni (mg/l);SiO2 (mg/l);NH4 (mg/l);CO2 (mg/l);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-015;SNGM-PUD-0156;RT-091;;;580147;5365891;3;Vertiente-Noria;Noria;Pescadores Caleta Mar Brava;10-02-2018;;6.98;203;6.40;;273.15;174.7;0.1747;2.9524;379.7;0.3797;6.4169;7.0044;Noria utilizada sólo para lavar por los pescadores de la Caleta Mar Brava;2018-045;6.20;200;;0.0;36;;0.05;5.5;5.2;21;1.2;<0,02;6.4;39;<3,0;29;;35;29;6.0;96;102;0.028;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.23;0.044;<0,005;<0,002;<0,002;<0,005;<0,003;0.018;<0,0003;;0.233;0.001;0.045;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;27;<0,05;9.7;,,,,,,,,
PUD-RT-016;SNGM-PUD-0103;RT-092;;;582803;5364727;16;Vertiente-Noria;Noria;Francisco Velásquez;10-02-2018;;6.20;139;4.02;;273.15;250.0;0.2500;4.2250;455.0;0.4550;7.6895;8.3935;Noria excavada en el lugar de una vertiente en una quebrada,;2018-045;5.78;135;;0.0;7.7;;<0,03;2.5;2.3;16;0.96;<0,02;5.7;30;<3,0;6.0;;16;6.0;9.0;61;65;0.15;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.31;0.024;<0,005;<0,002;<0,002;<0,005;<0,003;0.028;<0,0003;;0.225;<0,001;0.018;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;7.0;,,,,,
PUD-RT-017;SNGM-PUD-0104;RT-093;;;586165;5360983;24;Noria;Noria;Ambrosio Cárcamo;11-02-2018;;5.78;135;3.80;;273.15;301.5;0.3015;5.0954;506.5;0.5065;8.5599;9.3435;No se seca pero baja su nivel, Está ubicada al lado de la casa, Uso doméstico y lechería;2018-045;5.56;136;;0.0;8.5;;<0,03;5.5;2.6;12;0.98;<0,02;12;20;14;7.0;;25;7.0;18;70;74;0.073;<0,010;<0,005;0.008;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;<0,010;0.007;<0,005;<0,002;<0,002;<0,005;<0,003;0.016;<0,0003;;0.232;0.001;0.022;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;22.0;,,,,,,
PUD-RT-018;SNGM-PUD-0106;RT-095;;;582925;5357961;30;Noria;Noria;Ariel González;11-02-2018;;6.02;136;2.08;;273.15;165.4;0.1654;2.7953;370.4;0.3704;6.2598;6.8328;Rana y ratón muerto en el pozo,;2018-045;5.66;135;;0.0;9.2;;0.05;2.5;2.7;19;0.98;<0,02;3.4;31;<3,0;8.0;;17;8.0;10;67;71;0.032;<0,010;<0,005;0.009;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.58;0.018;<0,005;<0,002;<0,002;<0,005;<0,003;0.018;<0,0003;;0.214;0.001;0.023;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;15.8;,,,,,,,,
PUD-RT-019;SNGM-PUD-0108;RT-096;;;579568;5357718;33;Noria;Noria;Restaurant El Rincón de Puñihuil;11-02-2018;;5.98;284;4.36;;273.15;268.4;0.2684;4.5360;473.4;0.4734;8.0005;8.7329;Localizada en una pequeña quebrada y profundizada en roca meteorizada fisible (volcánica?);2018-045;5.81;279;;0.0;15;;<0,02;4.3;5.2;34;1.3;<0,02;7.7;66;3.2;12;;32;12;20;128;136;0.027;<0,010;<0,005;0.015;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.011;0.019;<0,005;<0,002;<0,002;<0,005;<0,003;0.051;<0,0003;;0.359;0.002;0.041;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;15.8;,,,,,,,,,
PUD-RT-020;SNGM-PUD-0128;RT-097;;;579678;5351098;42;Vertiente-Noria;Noria;Nolfa Barría Guerrero;11-02-2018;;6.19;238;3.55;;273.15;223.0;0.2230;3.7687;428.0;0.4280;7.2332;7.8954;Especie de pequeña represa en vertiente, ;2018-045;5.94;234;;0.0;25;;0.03;5.3;4.9;26;3.5;<0,02;11;51;<3,0;20;;33;20;13;114;120;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;<0,010;0.008;<0,005;<0,002;<0,002;<0,005;<0,003;0.015;<0,0003;;0.245;0.008;0.029;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;27;<0,05;22.9;,,,,,
PUD-RT-021;SNGM-PUD-0180;RT-098;180;;579510;5351475;7;Cuerpo de agua superficial;Río;Río Duhatao;11-02-2018;;7.14;97;7.84;;273.15;183.2;0.1832;3.0961;388.2;0.3882;6.5606;7.1612;Muestra se tomó aguas arriba del puente,;2018-045;6.16;97;;0.0;19;;0.03;2.5;2.1;10;1.2;<0,02;4.0;17;<3,0;15;;15;15;<1,0;46;49;0.085;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.25;0.017;<0,005;<0,002;<0,002;<0,005;<0,003;0.018;<0,0003;;0.178;0.003;0.021;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;4.4;,,,,,,
PUD-RT-022;SNGM-PUD-0127;RT-099;;;581345;5355642;71;Noria;Noria;Tania Mayorga;11-02-2018;;5.86;131;2.06;;273.15;252.0;0.2520;4.2588;457.0;0.4570;7.7233;8.4304;Noria en suelo en quebrada con bosque nativo, Este año no se secó,;2018-045;5.67;129;;0.0;12;;<0,03;3.3;2.3;14;1.4;0.02;5.1;24;5.3;10;;17;10;7.0;61;65;0.092;<0,010;<0,005;0.012;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.13;0.018;<0,005;<0,002;<0,002;<0,005;<0,003;0.013;<0,0003;;0.206;0.002;0.019;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;<1;<0,05;26.4;,,,,,,,,
PUD-RT-023;SNGM-PUD-0110;RT-100;;;586415;5365710;6;Pozo;Pozo;APR Quetalmahue;12-02-2018;;7.86;396;5.53;14.55;287.70;43.6;0.0436;0.7368;248.6;0.2486;4.2013;4.3540;El motor de la bomba hace ruidos como aspirara aire,;2018-047;7.78;365;;0.0;182;;0.11;53;3.1;19;2.2;0.02;18;20;<3,0;149;;144;144;<1,0;205;216;<0,020;<0,010;<0,005;<0,005;<0,002;0.12;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.27;0.065;0.014;<0,002;<0,002;<0,005;<0,003;0.076;<0,0003;;0.141;0.003;0.180;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;14.08;<0,05;,,,,,,,,,,,,,,,,
PUD-RT-024;SNGM-PUD-0174;RT-023, RT-099;174;;588027;5360836;17;Cuerpo de agua superficial;Río;APR Pilluco;12-02-2018;;7.14;85;9.07;;273.15;139.5;0.1395;2.3576;344.5;0.3445;5.8221;6.3551;Captación desde estero con bajo caudal, En el lecho se observan clastos tamaño grava, similares a los descritos en el pozo de áridos,;2018-047;6.94;85;;0.0;17;;<0,03;2.4;1.8;10;0.80;<0,02;3.6;15;<3,0;14;;13;13;<1,0;43;45;0.066;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.20;0.025;0.011;<0,002;<0,002;<0,005;<0,003;0.020;<0,0003;;0.143;0.001;0.016;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;10.56;<0,05;,,,,,,,,,,,
PUD-RT-025;SNGM-PUD-0157;RT-103;;;587532;5359800;60;Noria;Noria;Rosa Saldivia;12-02-2018;;6.47;78;5.03;;273.15;203.3;0.2033;3.4358;408.3;0.4083;6.9003;7.5320;Noria recién construida en gravas arcillosas meteorizadas, Turbiedad por arcillas en suspención,;2018-047;6.58;77;;0.0;15;;<0,03;2.8;1.9;8.1;0.40;<0,02;2.5;14;<3,0;12;;15;12;3.0;37;39;0.043;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.039;0.031;0.015;<0,002;<0,002;<0,005;<0,003;0.018;<0,0003;;0.135;<0.001;0.014;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;9.68;<0,05;,,,,,,,,,,,,,,
PUD-RT-026;SNGM-PUD-0158;RT-104;;ND-1004-653;590991;5363133;41;Vertiente-Noria;Noria;Iván Campos (ex Instituto Eduacional Rural);12-02-2018;;6.97;134;6.48;;273.15;236.4;0.2364;3.9952;441.4;0.4414;7.4597;8.1426;Llena estanque de 2,000 l en 40 minutos,;2018-047;7.23;133;;0.0;34;;0.05;5.3;1.8;17;1.4;<0,02;6.1;19;<3,0;28;;21;28;<1,0;69;73;0.023;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.022;<0,003;0.011;<0,002;<0,002;<0,005;<0,003;0.020;<0,0003;;0.094;0.002;0.004;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;12.32;<0,05;,,,,,,,,,,,,,
PUD-RT-027;SNGM-PUD-0160;RT-108;;;621290;5331731;172;Noria;Noria;Peter Gilbert;13-02-2018;;7.20;69;6.45;;273.15;198.2;0.1982;3.3496;403.2;0.4032;6.8141;7.4379;Riego de cancha de tenis, actualmente en desuso y bebida de animales, Agua con tono amarillo;2018-047;7.23;70;;0.0;35;;0.03;5.1;1.7;5.6;1.0;<0,02;<1,0;4.6;<3,0;28;;20;28;<1,0;36;38;0.052;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.15;0.011;0.013;<0,002;<0,002;<0,005;<0,003;0.025;<0,0003;;0.073;<0.001;0.031;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;12.32;<0,05;,,,,,,,,,,,,,
PUD-RT-028;SNGM-PUD-0117;RT-111;;ND-1004-1318;598624;5358258;89;Noria;Noria;José Luis Muñoz / Irene Pineda;14-02-2018;;5.31;64;4.54;;273.15;330.7;0.3307;5.5888;535.7;0.5357;9.0533;9.8822;Localizada en quebrada con bosque nativo, Tiene un canal de drenaje que mantiene el nivel a la cota del terreno,;2018-047;5.66;62;;0.0;5.0;;<0,03;1.6;1.2;6.4;0.29;<0,02;1.2;9.7;8.0;4.0;;9.0;4.0;5.0;31;33;0.10;<0,010;<0,005;0.006;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.011;0.035;0.013;<0,002;<0,002;<0,005;<0,003;0.021;<0,0003;;0.098;<0.001;0.014;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;32.56;<0,05;,,,,,,,,,,,,,,,,
PUD-RT-029;SNGM-PUD-0175;RT-102;;;591942;5356433;216;Cuerpo de agua superficial;Río;APR Lajas Blancas;14-02-2018;;6.88;46;8.39;13.64;286.79;125.4;0.1254;2.1193;330.4;0.3304;5.5838;5.8051;Muestra tomada aguas arriba del punto de captación para evitar contaminación por paso de animales por el camino que cruza el río,;2018-047;6.71;46;;0.0;9.2;;<0,03;1.4;0.90;5.2;0.40;<0,02;2.6;7.7;<3,0;8.0;;7.0;7.0;<1,0;23;24;0.11;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;0.044;<0,001;<0,003;<0,050;0.36;0.017;0.015;<0,002;<0,002;<0,005;<0,003;0.041;<0,0003;;0.112;<0.001;0.010;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;11.44;<0,05;,,,,,,,,,,,,,,,
PUD-RT-030;SNGM-PUD-0162;RT-113;;;595805;5358747;140;Vertiente-Noria;Noria;Benigna Morán;14-02-2018;;5.28;85;4.80;;273.15;285.2;0.2852;4.8199;490.2;0.4902;8.2844;9.0428;Localizado en quebrada, se seca al bombear, En invierno se llena toda la quebdrada, Excavado en rocas volcánicas duras, poco meteorizadas, Hay otro pozo que se usa para consumo para bebida;2018-047;5.65;81;;0.0;5.0;;<0,03;1.6;0.90;5.3;1.4;<0,02;4.7;17;<3,0;4.0;;8.0;4.0;4.0;35;37;0.16;<0,010;<0,005;0.017;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.16;0.033;0.011;<0,002;<0,002;<0,005;<0,003;0.022;<0,0003;;0.107;0.003;0.015;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;33.44;<0,05;,,,,,,,,,,,,
PUD-RT-031;SNGM-PUD-0118;RT-119;;;593966;5351933;45;Noria;Noria;Gloria González;14-02-2018;;7.04;177;4.82;;273.15;267.7;0.2677;4.5241;472.7;0.4727;7.9886;8.7200;Noria con tubo de cemento y tapa, Los tres norias están situadas en la misma quebrada a metros de distancia;2018-047;7.34;175;;0.0;90;;0.06;8.1;2.5;11;1.8;<0,02;2.9;10;<3,0;74;;30;30;<1,0;82;86;0.032;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;0.001;<0,003;0.119;0.029;0.039;0.011;<0,002;<0,002;<0,005;0.004;0.057;<0,0003;;0.052;0.002;0.158;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;15.84;<0,05;,,,,,,,,,,,,,,,,,,
PUD-RT-032;SNGM-PUD-0129;RT-121;;ND-1004-1320;591019;5348528;24;Noria;Noria;Elvis Gustavo Ross Biere /Cecilia Guineo;14-02-2018;;6.75;96;4.78;;273.15;144.6;0.1446;2.4437;349.6;0.3496;5.9082;6.4491;Localizada en una quebrada con bosque nativo,;2018-047;7.07;100;;0.0;49;;0.03;7.9;2.0;8.8;1.0;<0,02;1.9;7.7;<3,0;40;;28;28;<1,0;54;57;0.033;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;0.004;0.064;0.088;0.007;0.012;<0,002;<0,002;<0,005;0.008;0.030;<0,0003;;0.050;0.002;0.059;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;23.76;<0,05;,,,,,,,,,,,,,,,,,,
PUD-RT-033;SNGM-PUD-0167;RT-122;;;582623;5365647;8;Pozo;Pozo;APR Calle;15-02-2018;;7.97;349;2.17;17.88;291.03;-366.6;-0.3666;-6.1955;-161.6;-0.1616;-2.7310;-2.7979;Pozo nuevo, aun no está opertivo, estará listo el 15 de marzo, Estratigrafía enviada por correo electrónico, Constructor Rodrigo Miranda / 9-85275752;2018-047;7.71;345;;0.0;195;;0.07;25;14;19;7.6;<0,02;2.1;18;<3,0;160;;119;119;<1,0;182;192;0.063;<0,010;<0,005;0.005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.077;0.040;0.015;<0,002;<0,002;<0,005;<0,003;2.1;<0,0003;;0.114;0.004;0.153;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;14.08;<0,05;,,,,,,,,,,,,,
PUD-RT-034;SNGM-PUD-0177;RT-052, RT-123;177;;588482;5343373;1;Cuerpo de agua superficial;Río;María Nora Barría Barría;15-02-2018;;7.49;8530;4.82;;273.15;245.3;0.2453;4.1456;450.3;0.4503;7.6101;8.3068;Pequeña captación superficial del río Negro, en zona de humedal de Chepu, que según se señala sería una zona de hundimiento durante el terremoto de 1960, Aguas salada con marea alta, Solo se extrae agua para bebida de animales cuando hay marea baja,;2018-047;7.44;7990;;0.0;53;;0.16;58;160;1375;40;<0,02;327;2506;<3,0;43;;801;43;757;4492;4711;0.042;<0,010;<0,005;0.008;<0,002;0.44;<0,002;<0,002;0.013;<0,001;<0,003;<0,050;0.14;0.031;0.019;<0,002;<0,002;0.051;<0,003;0.036;<0,0003;;17.1;0.015;1.022;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;9.68;<0,05;,,,,,,,,,,,,,,,
PUD-RT-035;SNGM-PUD-0131;RT-124;;;588338;5343474;25;Vertiente-Noria;Noria;María Nora Barría Barría;15-02-2018;;5.67;40;1.62;;273.15;214.7;0.2147;3.6284;419.7;0.4197;7.0929;7.7423;Noria excavada en limolitas fracturadas, Hace 1 hora paró de bombear, recupera lento,;2018-047;5.93;37;;0.0;6.5;;<0,03;1.0;0.50;4.4;0.29;<0,02;1.5;6.5;<3,0;5.0;;5.0;5.0;<1,0;17;18;0.037;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.42;0.025;0.014;<0,002;<0,002;<0,005;<0,003;0.042;<0,0003;;0.331;<0.001;0.007;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;23.76;<0,05;,,,,,,,,,,,,
PUD-RT-036;SNGM-PUD-0176;RT-125;176;;586559;5346508;-4;Cuerpo de agua superficial;Río;APR Chepu;15-02-2018;;7.28;98;5.76;;273.15;284.3;0.2843;4.8047;489.3;0.4893;8.2692;9.0262;Muestra tomada aguas arriba del punto de captación,;2018-047;7.27;97;;0.0;33;;0.03;4.8;2.4;10;1.2;<0,02;4.9;11;<3,0;27;;22;22;<1,0;50;53;0.038;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.21;0.055;0.016;<0,002;<0,002;<0,005;<0,003;0.027;<0,0003;;0.188;0.003;0.024;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;13.2;<0,05;,,,,,,,,,,,,,,,
PUD-RT-037;SNGM-PUD-0124;RT-126;;;584849;5350591;104;Vertiente-Noria;Noria;Teresa Ampuero;15-02-2018;;5.92;73;4.20;;273.15;331.5;0.3315;5.6024;536.5;0.5365;9.0669;9.8969;Vertiente excavada en roca volcánica metorizada, Hay canal que mantiene el nivel a cota del terreno,;2018-047;6.42;73;;0.0;14;;<0,03;3.2;1.0;8.5;0.26;<0,02;8.5;9.2;<3,0;12;;12;12;<1,0;38;40;0.022;<0,010;<0,005;0.006;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.015;0.007;0.013;<0,002;<0,002;<0,005;<0,003;0.037;<0,0003;;0.128;<0.001;0.025;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;29.92;<0,05;,,,,,,,,,,,,,,
PUD-RT-038;SNGM-PUD-0132;RT-127;;ND-1004-1194;585403;5344368;22;Vertiente-Noria;Noria;Alicia Uslar / José Sanchez ;15-02-2018;;6.17;88;3.62;;273.15;314.3;0.3143;5.3117;519.3;0.5193;8.7762;9.5796;Pozo no se usa por llegada de APR, Está en terraza del río Chepu,;2018-047;6.60;88;;0.0;19;;<0,03;4.3;1.7;9.4;0.60;<0,02;4.0;13;<3,0;16;;18;16;2.0;44;46;0.027;<0,010;<0,005;0.008;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.031;0.036;0.013;<0,002;<0,002;<0,005;<0,003;0.037;<0,0003;;0.166;<0.001;0.030;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;34.32;<0,05;,,,,,,,,,,,,,,,
PUD-RT-039;SNGM-PUD-0113;RT-128;;ND-1004-833;595344;5362553;11;Vertiente-Noria;Noria;Anette Henkel;16-02-2018;;5.93;100;5.16;15.38;288.53;271.0;0.2710;4.5799;476.0;0.4760;8.0444;8.3128;En el lugar hay dos norias, una al lado de la otra, El nivel y profundidad se midió en otra noria sin bomba, mientras que la muestra se tomó en la que tiene bomba, En esta última no se pudo medir porque está cubierta por espinillo, Noria abastece 2 casas,;2018-047;6.45;100;;0.0;14;;<0,03;3.2;2.4;10;0.45;<0,02;3.7;17;5.6;12;;18;12;6.0;49;51;0.033;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.065;0.006;0.012;<0,002;<0,002;<0,005;<0,003;0.055;<0,0003;;0.139;<0.001;0.022;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;24.64;<0,05;,,,,,,,,,,,
PUD-RT-040;SNGM-PUD-0168;RT-129;;;593927;5362519;63;Noria;Noria;Luis Vergara;16-02-2018;;6.16;85;6.13;15.55;288.70;246.1;0.2461;4.1591;451.1;0.4511;7.6236;7.8733;Noria recién construida en rocas meteorizadas, color gris con óxidos de hierro, En quebrada con bosque nativo,;2018-047;6.50;83;;0.0;10;;<0,03;2.1;1.4;9.7;0.25;<0,02;5.1;16;<3,0;9.0;;11;9.0;3.0;40;43;0.027;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.090;0.14;0.014;<0,002;<0,002;<0,005;<0,003;0.042;<0,0003;;0.106;<0.001;0.018;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;17.6;<0,05;,,,,,,,,,,,,,
PUD-RT-041;SNGM-PUD-0169;RT-130;;ND-1004-1253;585321;5365339;8;Noria;Noria;Sucesión Belarmino Mansilla;16-02-2018;;6.24;228;4.40;14.52;287.67;235.4;0.2354;3.9783;440.4;0.4404;7.4428;7.7141;Propietario indica que el agua es salobre, Casi se secó el año pasado, Consumo aprox,5,000 l/día,3,000 l/dia para bebida animales y 3,000 para lavado lechería,;2018-047;6.62;223;;0.0;30;;<0,03;14;3.5;20;4.4;<0,02;18;32;5.9;24;;49;24;24;120;127;0.033;<0,010;<0,005;0.025;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.10;0.015;0.11;<0,002;<0,002;<0,005;<0,003;0.045;<0,0003;;0.148;0.002;0.046;0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;35.2;<0,05;,,,,,,,,,,
PUD-RT-042;SNGM-PUD-0170;RT-131;;;595989;5362276;46;Vertiente-Noria;Noria;Hosteria Ahui;16-02-2018;;5.69;97;5.87;13.28;286.43;327.4;0.3274;5.5331;532.4;0.5324;8.9976;9.3659;;2018-047;6.20;97;;0.0;12;;<0,03;2.0;2.0;11;0.50;<0,02;3.0;18;<3,0;10;;13;10;3.0;48;51;0.039;<0,010;<0,005;0.007;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;0.13;0.083;0.012;0.014;<0,002;<0,002;<0,005;<0,003;0.034;<0,0003;;0.180;0.001;0.017;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;34.32;<0,05;,,,,,,,,,,,,,,,,,,
PUD-RT-043;SNGM-PUD-0116;RT-133;;;597958;5361391;164;Noria;Noria;Marcos Gilchrist Saavedra;16-02-2018;;5.44;73;4.17;12.08;285.23;315.0;0.3150;5.3235;520.0;0.5200;8.7880;9.1863;Tapado con PVC y estructura de madera,;2018-046;4.58;72;;0.0;2.3;;<0,03;1.0;1.4;8.7;0.26;<0,02;2.2;17;2.7;2.0;;8.0;2.0;6.0;34;42;0.059;<0,010;<0,005;0.006;<0,002;1.4;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.025;0.027;<0,005;<0,002;<0,002;0.010;<0,003;0.039;<0,0003;;0.245;<0,001;0.003;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;5;<0,05;;,,,,,,,,,
PUD-RT-044;SNGM-PUD-0114;RT-134;;;597977;5361369;167;Noria;Noria;Marcos Gilchrist Saavedra;16-02-2018;;5.34;90;2.90;12.31;285.46;366.5;0.3665;6.1939;571.5;0.5715;9.6584;10.0879;Tapado con malla raschel, es el primero que está en el sendero y el más grande, Estaba bombeando en forma intermitente porque funcionando la lechería en el momento de la visita,;2018-046;4.53;89;;0.0;1.4;;<0,03;1.9;1.4;11;0.56;<0,02;2.6;20;4.9;1.0;;11;1.0;9.0;36;45;0.091;<0,010;<0,005;0.010;<0,002;0.81;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;<0,010;0.061;<0,005;<0,002;<0,002;<0,005;<0,003;0.041;<0,0003;;0.241;<0,001;0.007;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,001;<0,005;5;<0,05;;,,,,,
PUD-RT-045;SNGM-PUD-0075;RT-138;;;604797;5351662;5;Noria;Noria;Waldemar Borquez;21-02-2019;;5.85;77;2.22;12.60;285.75;28.5;0.0285;0.4817;233.5;0.2335;3.9462;4.1175;Se acababa de sacar agua para lavar el estanque por lo que el nivel está muy bajo,;2019-024;6.06;86;;0.0;43;;0.04;8.0;3.2;1.9;1.8;<0,02;2.1;2.9;<3,0;35;;33;33;<1,0;41;44;0.17;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;1.8;0.23;<0,005;<0,002;<0,002;<0,005;0.006;0.014;<0,0003;;0.041;<0.001;0.029;0.003;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,
PUD-RT-046;SNGM-PUD-0233;RT-139;233;;604736;5352050;3;Cuerpo de agua superficial;Turbera;Waldemar Borquez;21-02-2019;;4.50;31;4.65;15.98;289.13;273.3;0.2733;4.6188;478.3;0.4783;8.0833;8.3356;Muestreo de agua de la turbera Cogomó en pozo dejado por la retroexcabadora, La muestra para elemntos traza no se filtró, solo se acidificó,;2019-024;4.70;37;;0.0;0.99;;<0,03;1.0;0.50;1.4;1.4;<0,02;1.2;5.9;<3,0;1.0;;5.0;1.0;4.0;12;13;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.036;<0,003;<0,005;<0,002;<0,002;<0,005;<0,003;<0,010;<0,0003;;0.045;<0.001;0.002;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,
