,Cod_Muestra,Fecha,Tipo,UTM_Este,UTM_Norte,SO4,NO3,Ca,Mg,K,Na,CO3,HCO3,Cl,Fe,Cu,pH,mSO4,O18,Deuterio,TDS mg/l,EC,Salinidad,rCa,rMg,rK,rNa,rCl,rSO4,rCO3,rHCO3,rNO3,Suma Aniones [meq/l],Suma Cationes [meq/l],Balance %,O2,Li,F,Al,Sb,As,Ba,Be,B,Cd,Co,Cr,Sn,P,Mn,Hg,Mo,Ni,Ag,Pb,Se,V,Zn,Si,eH,Do,T
52,CPO-PF-073,17-06-2008 0:00,Pozo,343924,6975789,1953,8.8,470,170,8.1,480,0,411,336,1.549,0.005,7.01,20.3310431,,,3629.43,4360,Salobre,23.45426418,13.98889117,0.207170133,20.87882452,9.477416389,40.66056238,0,6.735816681,0.141924267,57.01571971,58.52915001,1.309820422,5.27,0.51,0.33,0.01,0.005,0.0025,0.016,0.001,5.27,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.031,0.004,0.012,,,,
53,CPO-RT-049,13-10-2009 0:00,Pozo,343924,6975789,1643,13,355,135,8.25,475,0,397,286,1.572,0.005,7.07,17.1038934,-10.09,-79.3,3111.61,3890,Salobre,17.71545486,11.10882534,0.211006617,20.66133677,8.067086569,34.20650486,0,6.506372804,0.209660849,48.98962508,49.69662359,0.716410363,2.06,0.5,0.5,0.01,0.005,0.007,0.015,0.001,4.92,0.001,0.001,0.002,0.0015,0.025,0.0015,,0.0025,0.0025,0.001,0.001,0.024,0.004,0.023,,,,
54,CPO-PF-074,18-06-2008 0:00,Pozo,348714,6975741,1131,7.52,302.5,97.5,6.8,292.5,0,325,223,0.929,0.005,7.22,11.77389132,,,2221.04,2960,Salobre,15.09556365,8.023040527,0.173920605,12.72303369,6.290070996,23.54690018,0,5.326375721,0.121280737,35.28462763,36.01555848,1.025145771,6.3,0.43,0.39,0.01,0.005,0.0025,0.013,0.001,2.99,0.001,0.001,0.002,0.0015,0.025,0.168,0.00015,0.008,0.0025,0.001,0.001,0.0025,0.005,0.011,,,,
55,CPO-PF-075,18-06-2008 0:00,Pozo,351213,6977796,1116,27,327.5,82.5,6.5,241.25,12,150,213,0.998,0.005,7.45,11.61773891,,,2099.82,2450,Salobre,16.34313089,6.788726599,0.166247637,10.4937842,6.008005032,23.23460707,0.399938676,2.458327256,0.435449456,32.53632749,33.79188933,1.892952801,9.27,0.35,0.41,0.01,0.005,0.006,0.014,0.001,2.41,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.015,0.005,0.005,,,,
56,CPO-PF-076,18-06-2008 0:00,Pozo,354116,6979781,1095,64.56,342.5,100,7.1,242.5,6,346,220,1.045,0.005,7.14,11.39912555,,,2245.36,2430,Salobre,17.09167124,8.228759515,0.181593573,10.54815614,6.205451207,22.79739672,0.199969338,5.670541537,1.041208034,35.91456684,36.05018047,0.188444527,6.79,0.42,0.39,0.01,0.005,0.0025,0.015,0.001,2.4,0.001,0.001,0.002,0.0015,0.651,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.014,0.004,0.014,,,,
57,CPO-PF-078,19-06-2008 0:00,Pozo,357973,6980692,1406,59.29,407.5,130,7.1,325,16,327,287,1.63,0.005,6.88,14.6366854,,,2799.78,3190,Salobre,20.33534608,10.69738737,0.181593573,14.1367041,8.095293165,29.27227379,0.533251568,5.359153418,0.956214751,44.21618669,45.35103112,1.26703102,9.63,0.41,0.34,0.01,0.005,0.0025,0.019,0.001,3.32,0.001,0.001,0.003,0.0015,0.025,0.01,0.00015,0.0025,0.0025,0.001,0.001,0.011,0.004,0.005,,,,
58,CPO-PF-079,19-06-2008 0:00,Pozo,369762,6968910,1661,29.85,770,185,10.7,595,0,325,1472,3.188,0.005,6.96,17.29127629,,,4884.1,6220,Salobre,38.42507111,15.2232051,0.273669188,25.8810429,41.52010989,34.58125658,0,5.326375721,0.481413566,81.90915576,79.8029883,-1.302417625,7.41,0.59,0.4,0.01,0.005,0.006,0.036,0.001,3.16,0.001,0.001,0.011,0.0015,0.025,0.0015,0.00015,0.0025,0.008,0.001,0.001,0.043,0.003,0.012,,,,
59,CPO-PF-080,20-06-2008 0:00,Pozo,326805,6974215,2519,1.5,635,140,18.3,855,19,283,779,2.362,0.005,7.65,26.22319384,,,5103.81,5450,Salada,31.68820799,11.52026332,0.468051041,37.19040618,21.97293859,52.44442224,0.633236237,4.638044089,0.024191636,79.71283279,80.86692854,0.718705604,5.82,0.35,0.32,0.01,0.005,0.122,0.04,0.001,4.43,0.001,0.001,0.005,0.0015,0.226,0.023,0.00015,0.008,0.007,0.001,0.001,0.0025,0.0015,0.019,,,,
60,CPO-PF-081,20-06-2008 0:00,Pozo,361772,6976692,700,65,250,65,4.7,160,11,253,159,0.969,0.005,7.09,7.287112222,,,1540.04,1855,Salobre,12.47567244,5.348693684,0.12020983,6.959608174,4.484848827,14.57367827,0.366610453,4.146378638,1.048304247,24.61982044,24.90418413,0.574193653,7.21,0.27,0.39,0.01,0.005,0.0025,0.014,0.001,1.55,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.005,0.004,0.005,,,,
61,CPO-RT-050,13-10-2009 0:00,Pozo,361772,6976692,720,14,225,65,5.6,200,0,264,177,1,0.005,7.08,7.495315428,-10.53,-82.8,1537.17,2050,Salobre,11.22810519,5.348693684,0.143228734,8.699510218,4.992567562,14.99006908,0,4.32665597,0.225788607,24.53508122,25.41953783,1.770520182,6.49,0.29,0.39,0.01,0.005,0.005,0.015,0.001,1.4,0.001,0.001,0.0005,0.0015,0.025,0.004,,0.0025,0.0025,0.001,0.001,0.007,0.004,0.005,,,,
62,CPO-CE-010,26-08-2008 0:00,Pozo,356063,6979711,1038,61.7,342.5,102.5,5.7,222.5,0,338,227,1.761,0.005,7.04,10.80574641,,,2167.55,2850,Salobre,17.09167124,8.434478502,0.14578639,9.678205117,6.402897382,21.61068292,0,5.53943075,0.995082647,34.5480937,35.35014125,1.147450361,5.67,0.38,0.67,0.01,0.005,0.005,0.019,0.001,2.13,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.008,0.004,0.019,,,,
63,CPO-RT-058,08-12-2009 0:00,Pozo,356063,6979711,974,73.79,358,92.5,7,200,0,339,248,1.393,0.005,7.03,10.13949615,-10.22,-78.9,2120,2830,Salobre,17.86516293,7.611602551,0.179035917,8.699510218,6.995235906,20.27823234,0,5.555819598,1.190067237,34.01935508,34.35531162,0.491346512, ,0.38,0.41,0.01,0.005,0.0025,0.019,0.001,1.74,0.001,0.001,0.001,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.006,0.004,0.005,,,,
64,CPO-RT-062,02-06-2010 0:00,Pozo,356063,6979711,1010,76.2,360,103,7.4,155,0,346,271,1.9,0.005,7.02,10.51426192,,,2154,2910,Salobre,17.96496831,8.4756223,0.189266541,6.742120419,7.643987623,21.02773579,0,5.670541537,1.228935133,35.57120008,33.37197757,-3.18990593,8.21,0.4,0.53,0.01,0.005,0.0025,0.019,0.001,1.36,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.0012,0.0025,,0.001,0.001,0.007,0.003,0.005,,,,
65,CPO-CE-012,26-08-2008 0:00,Pozo,357791,6979089,1203,110.4,445,130,6.6,262.5,0,327,380,2.642,0.005,6.91,12.52342286,,,2697.46,3400,Salobre,22.20669694,10.69738737,0.168805293,11.41810716,10.71850663,25.04590709,0,5.359153418,1.780504444,42.90407158,44.49099676,1.815806333,5.35,0.44,0.54,0.01,0.005,0.0025,0.028,0.001,2.29,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.008,0.004,0.005,,,,
66,CPO-RT-066,04-06-2010 0:00,Pozo,357791,6979089,1268,124,470,123,8.8,215,0,314,410,2.2,0.005,6.86,13.20008328,,,2774,3570,Salobre,23.45426418,10.1213742,0.225073724,9.351973484,11.56470452,26.39917721,0,5.146098389,1.999841948,45.10982207,43.1526856,-2.217404112,6.6,0.4,0.26,0.01,0.005,0.0025,0.028,0.001,1.1,0.001,0.001,0.001,0.0015,0.025,0.0015,0.0015,0.0025,,0.001,0.001,0.007,0.003,0.005,,,,
67,CPO-CE-013,27-08-2008 0:00,Pozo,364723,6975098,1408,33.6,502.5,122.5,7.1,385,0,257,640,3.589,0.005,6.95,14.65750573,,,3226.51,4120,Salobre,25.0761016,10.08023041,0.181593573,16.74655717,18.05222169,29.31391287,0,4.211934032,0.541892657,52.11996125,52.08448275,-0.034047011,5.49,0.36,0.46,0.01,0.005,0.0025,0.024,0.001,4.04,0.001,0.001,0.003,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.021,0.004,0.005,,,,
68,CPO-RT-067,04-06-2010 0:00,Pozo,364723,6975098,1504,39.2,570,130,9.6,380,0,249,824,3,0.005,6.98,15.65688112,,,3580,4650,Salobre,28.44453316,10.69738737,0.245534972,16.52906941,23.24223543,31.31258874,0,4.080823245,0.6322081,59.26785552,55.91652491,-2.909535641,6.57,0.2,0.31,0.01,0.005,0.0025,0.025,0.001,2.8,0.001,0.001,0.002,0.0015,0.025,0.022,0.001,0.0025,,0.001,0.001,0.021,0.0015,0.041,,,,
69,CPO-CE-016,28-08-2008 0:00,Pozo,362036,6976040,820,12.1,255,77.5,5,165,0,319,173,2.544,0.005,6.97,8.53633146,,,1664.72,2060,Salobre,12.72518589,6.377288624,0.127882798,7.177095929,4.879741176,17.07202312,0,5.228042631,0.195145868,27.37495279,26.40745324,-1.798914599,5.26,0.32,0.44,0.01,0.005,0.005,0.016,0.001,2.3,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.005,,,,
70,CPO-CE-019,29-08-2008 0:00,Pozo,372652,6967370,1293,24.6,420,125,5.6,195,0,269,316,3.392,0.005,7.15,13.46033729,,,2512.91,3070,Salobre,20.9591297,10.28594939,0.143228734,8.482022462,8.913284461,26.91966572,0,4.408600212,0.396742838,40.63829323,39.87033029,-0.953889053,8.13,0.8,0.41,0.01,0.005,0.005,0.023,0.001,2.09,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.01,0.004,0.042,,,,
71,CPO-CE-020,29-08-2008 0:00,Pozo,374858,6958118,858,16.2,347.5,105,5.4,187.5,0,253,413,2.97,0.005,7.39,8.931917552,,,2057.48,3000,Salobre,17.34118469,8.64019749,0.138113422,8.155790829,11.64932431,17.86316565,0,4.146378638,0.261269674,33.92013828,34.27528643,0.520780033,7.09,0.38,0.46,0.01,0.005,0.0025,0.025,0.001,1.99,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.017,0.004,0.005,,,,
72,CPO-ML-001,01-09-2008 0:00,Pozo,477054,7038253,374,16,125,12,4.6,32,0,36,11,1.075,0.005,7.97,3.893399958,,,593.25,768,Dulce mineralizada,6.237836219,0.987451142,0.117652174,1.391921635,0.31027256,7.786508105,0,0.589998541,0.258044122,8.944823329,8.73486117,-1.187589965,5.03,0.06,0.44,0.01,0.005,0.173,0.01,0.001,0.16,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.006,0.023,,,,
73,CPO-RT-034,06-10-2009 0:00,Pozo,477054,7038253,319,17.4,95.5,10.1,5.2,38.5,0,35,7,0.4124,0.005,7.95,3.320841141,-7.6,-70.4,509.9,703,Dulce mineralizada,4.765706872,0.831104711,0.13299811,1.674655717,0.197446175,6.641433384,0,0.573609693,0.280622983,7.693112235,7.404465409,-1.911875083, ,0.06,0.49,0.01,0.005,0.181,0.006,0.001,0.03,0.001,0.001,0.0005,0.0015,0.025,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.008,0.005,,,,
74,CPO-ML-002,01-09-2008 0:00,Pozo,477533,7039243,102,8.5,46.5,8,3.6,13.5,0,82,5,0.453,0.005,7.94,1.061836352,,,228.59,338,Dulce moderadamente mineralizada,2.320475074,0.658300761,0.092075615,0.58721694,0.141032982,2.12359312,0,1.343885567,0.13708594,3.745597608,3.658068389,-1.182241596,3.95,0.04,0.6,0.01,0.005,0.412,0.007,0.001,0.08,0.001,0.001,0.0005,0.0015,0.078,0.005,0.00015,0.0025,0.0025,0.001,0.002,0.0025,0.005,0.042,,,,
75,CPO-ML-032,15-10-2008 0:00,Pozo,477533,7039243,95,8.1,50,7.55,4.3,11.5,0,83,5,0.18,0.005,7.35,0.98896523,-9.1,-78.5,221.86,363,Dulce moderadamente mineralizada,2.495134488,0.621271343,0.109979206,0.500221838,0.141032982,1.977856337,0,1.360274415,0.130634837,3.609798571,3.726606875,1.592173512,5.46,0.04,0.63,0.047,0.005,0.341,0.008,0.001,0.35,0.001,0.001,0.0005,0.0015,0.102,0.013,0.00015,0.0025,0.0025,0.001,0.003,0.0025,0.006,0.015,,,,
76,CPO-RT-033,06-10-2009 0:00,Pozo,477533,7039243,106,12.1,49,7.4,4.1,16.5,0,73,5,0.3098,0.005,7.65,1.103476994,-9.07,-75.9,236.63,361,Dulce moderadamente mineralizada,2.445231798,0.608928204,0.104863894,0.717709593,0.141032982,2.206871281,0,1.196385931,0.195145868,3.739436062,3.876733489,1.802709705, ,0.04,0.71,0.01,0.005,0.284,0.007,0.001,0.03,0.001,0.001,0.0005,0.0015,0.067,0.0015,,0.0025,0.0025,0.001,0.003,0.0025,0.004,0.005,,,,
77,CPO-ML-004,01-09-2008 0:00,Pozo,465390,7027574,1025,9.5,340,51.25,5.2,90,0,91,48,2.16,0.005,7.47,10.67041432,,,1614.31,2030,Salobre,16.96691452,4.217239251,0.13299811,3.914779598,1.353916627,21.3400289,0,1.491385202,0.153213698,24.33854442,25.23193148,1.802256354, ,0.38,0.74,0.01,0.005,0.007,0.006,0.001,0.79,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.007,0.06,,,,
78,CPO-ML-005,01-09-2008 0:00,Pozo,463652,7028354,918,7.3,267.5,35,4.2,157.5,0,138,58,2.463,0.315,7.93,9.556527171,,,1515.57,1793,Salobre,13.34896951,2.88006583,0.10742155,6.850864296,1.635982591,19.11233808,0,2.261661075,0.117732631,23.12771437,23.18732119,0.128698623, ,0.24,0.84,0.01,0.005,0.009,0.017,0.001,0.73,0.001,0.167,0.0005,0.0015,0.025,0.523,0.001,0.06,0.014,0.001,0.004,0.009,0.011,0.029,,,,
79,CPO-ML-006,01-09-2008 0:00,Pozo,467497,7028106,1477,21.5,412.5,67.5,6.2,125,0,0,111,3.372,0.201,3.98,15.37580679,,,2222.5,2620,Salobre,20.58485952,5.554412672,0.158574669,5.437193886,3.1309322,30.75046115,0,0,0.346746789,34.22814014,31.73504075,-3.779531788, ,0.75,1.85,17.7,0.005,0.0025,0.009,0.012,0.94,0.007,0.021,0.001,0.0015,0.197,15.8,0.00015,0.0025,0.049,0.001,0.001,0.0025,0.0015,12.4,,,,
80,CPO-RT-035,06-10-2009 0:00,Pozo,467497,7028106,1608,34.2,435,65.3,7.25,150,0,,148,2.098,0.195,3.81,16.73953779,-5.15,-55.8,2450.43,2760,Salobre,21.70767004,5.373379963,0.185430057,6.524632663,4.174576266,33.47782094,0,,0.551569311,,33.79111273,, ,0.8,1.93,18,0.005,0.0025,0.009,0.014,0.84,0.008,0.031,0.0005,0.0015,0.194,16.88,,0.0025,0.0025,0.001,0.001,0.0025,0.0015,12.7,,,,
81,CPO-ML-007,01-09-2008 0:00,Pozo,468433,7029208,1507,45.4,437.5,67.5,5.5,132.5,0,0,242,4.83,0.205,3.92,15.6881116,,,2440.46,3230,Salobre,21.83242677,5.554412672,0.140671078,5.763425519,6.825996328,31.37504736,0,0,0.732200197,38.93324389,33.29093604,-7.812214494, ,0.65,2,46,0.005,0.0025,0.01,0.016,1.33,0.007,0.32,0.001,0.0015,0.219,20.1,5.88,0.0025,0.043,0.001,0.001,0.0025,0.0015,12.8,,,,
82,CPO-ML-031,15-10-2008 0:00,Pozo,468433,7029208,1820,82.37,525,67.5,6.7,125,0,0,352,2.192,0.136,3.96,18.94649178,-5.33,-57.6,2979.93,3370,Salobre,26.19891212,5.554412672,0.171362949,5.437193886,9.928721931,37.89156351,0,0,1.328443397,49.14872883,37.36188163,-13.62474168,10.09,0.65,2.09,53,0.005,0.006,0.011,0.027,1.48,0.007,0.253,0.002,0.0015,0.25,21.7,5.15,0.0025,0.053,0.001,0.001,0.008,0.0015,12.7,,,,
83,CPO-ML-008,01-09-2008 0:00,Pozo,473231,7031345,1655,4.6,412.5,55,4.6,130,0,0,101,2.078,0.069,3.52,17.22881532,,,2365.68,2720,Salobre,20.58485952,4.525817733,0.117652174,5.654681641,2.848866236,34.45633934,0,0,0.074187685,37.37939326,30.88301107,-9.516779044, ,0.82,2.16,46.7,0.005,0.0025,0.0025,0.012,1.29,0.005,0.026,0.001,0.0015,0.025,18.5,0.002,0.0025,0.036,0.001,0.001,0.0025,0.0015,9.3,,,,
84,CPO-RC-003,29-08-2008 0:00,Pozo,374284,6966058,525,12.92,165,49,4.7,120,0,267,99,0.612,0.005,7.5,5.465334166,,,1107.27,1499,Salobre,8.23394381,4.032092162,0.12020983,5.219706131,2.792453043,10.9302587,0,4.375822515,0.208370629,18.30690489,17.60595193,-1.951816203,2.09,0.27,0.49,0.01,0.005,0.0025,0.013,0.001,1.13,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.02,,,,
85,CPO-RC-004,29-08-2008 0:00,Pozo,375001,6954610,907,14.59,285,77.5,5.8,170,0,256,194,0.92,0.005,7.28,9.442015407,,,1780.08,2300,Salobre,14.22226658,6.377288624,0.148344046,7.394583685,5.472079701,18.88332313,0,4.195545183,0.235303984,28.786252,28.14248293,-1.130833253,2.36,0.35,0.47,0.01,0.005,0.005,0.02,0.001,1.06,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.01,0.004,0.005,,,,
86,CPO-RT-006,19-01-2009 0:00,Pozo,374573,6965583,606,11.3,185,55,4.6,152.2,0,272,119,0.812,0.005,7.38,6.308557152,-10.86,-78.9,1268.68,1611,Salobre,9.231997605,4.525817733,0.117652174,6.620327276,3.356584971,12.61664148,0,4.457766757,0.182243661,20.61323686,20.49579479,-0.285684368,5.37,0.28,0.44,0.01,0.005,0.0025,0.015,0.001,2.12,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.005,,,,
87,CPO-RT-040,08-10-2009 0:00,Pozo,374573,6965583,606,16.6,200,56.3,4.8,155,0,248,139,0.971,0.005,7.34,6.308557152,-10.49,-82.1,1300.28,1755,Salobre,9.980537951,4.632791607,0.122767486,6.742120419,3.920716899,12.61664148,0,4.064434396,0.267720777,20.86951355,21.47821746,1.437394403,5.05,0.3,0.43,0.01,0.005,0.005,0.017,0.001,0.9,0.001,0.001,0.001,0.0015,0.025,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.005,,,,
88,CPO-RC-016,11-10-2008 0:00,Pozo,379085,6973508,1349,12.06,342.5,70,6.5,295,0,93,264,1.115,0.005,7.37,14.04330627,-6.5,-57.4,2385,2880,Salobre,17.09167124,5.76013166,0.166247637,12.83177757,7.446541448,28.08555998,0,1.524162899,0.194500757,37.25076509,35.84982811,-1.916450902,7.71,0.08,0.55,0.01,0.005,0.0025,0.015,0.001,1.6,0.001,0.001,0.0005,0.0015,0.025,0.015,0.00015,0.022,0.0025,0.001,0.001,0.007,0.006,0.26,,,,
89,CPO-RT-030,03-10-2009 0:00,Pozo,379085,6973508,1306,13.6,370,63,5.75,355,0,93,277,1.412,0.005,7.25,13.59566937,-6.41,-59.6,2436.68,2970,Salobre,18.46399521,5.184118494,0.147065218,15.44163064,7.813227201,27.19031975,0,1.524162899,0.219337504,36.74704735,39.23680956,3.276698905,6.31,0.1,0.61,0.01,0.005,0.007,0.015,0.001,2.12,0.001,0.001,0.001,0.0015,0.025,0.012,,0.021,0.0025,0.001,0.001,0.008,0.007,0.036,,,,
90,CPO-ML-013,11-10-2008 0:00,Pozo,410732,7000674,913,3.76,305,0.395,1.3,117.5,0,17,58,1.006,0.005,8.13,9.504476369,-7.14,-59.1,1408.63,1825,Salobre,15.22032038,0.0325036,0.033249527,5.110962253,1.635982591,19.00824037,0,0.278610422,0.060640369,20.98347376,20.39703576,-1.417184098,3.45,0.04,1.1,0.01,0.005,0.0025,0.008,0.001,0.31,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.016,0.0025,0.001,0.001,0.0025,0.0015,0.015,,,,
91,CPO-ML-022,14-10-2008 0:00,Pozo,473211,6950299,13,12.59,8,1.29,0.75,9.2,0,24,3,0.121,0.005,8.3,0.135332084,-11.45,-83.7,59.93,92,Dulce,0.399221518,0.106150998,0.01918242,0.40017747,0.084619789,0.270654025,0,0.393332361,0.203048469,0.951654644,0.924732405,-1.434791315,8.07,0.02,0.11,0.133,0.005,0.009,0.012,0.001,0.03,0.001,0.001,0.003,0.0015,0.085,0.01,0.00015,0.0025,0.0025,0.001,0.008,0.0025,0.006,0.022,,,,
92,CPO-ML-003,01-09-2008 0:00,Pozo,467548,7026959,528,9.1,135,33.75,4.8,82.5,0,108,23,1.28,0.005,7.83,5.496564647,,,869.63,1033,Dulce mineralizada,6.736863117,2.777206336,0.122767486,3.588547965,0.648751717,10.99271732,0,1.769995624,0.146762595,13.55822726,13.2253849,-1.242708992, ,0.12,0.51,0.01,0.005,0.0025,0.014,0.001,0.57,0.001,0.001,0.0005,0.0015,0.025,0.004,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.007,0.044,,,,
93,CPO-ML-029,15-10-2008 0:00,Pozo,467548,7026959,481,8.72,138.75,32.5,5.7,65,0,106,41,0.579,0.005,7.89,5.007287112,-5.81,-60.2,825.58,1095,Dulce mineralizada,6.923998204,2.674346842,0.14578639,2.827340821,1.156470452,10.01419893,0,1.737217927,0.140634047,13.04852135,12.57147226,-1.862018797,8.11,0.12,0.52,0.01,0.005,0.006,0.014,0.001,1.18,0.001,0.001,0.0005,0.0015,0.025,0.005,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.007,0.018,,,,
94,CPO-ML-030,15-10-2008 0:00,Pozo,463682,7028446,1079,8.36,302.5,57.5,6.5,90,0,83,31,1.244,0.005,7.16,11.23256298,-5.52,-58.3,1616.02,1818,Salobre,15.09556365,4.731536721,0.166247637,3.914779598,0.874404488,22.46428408,0,1.360274415,0.134828054,24.83379104,23.90812761,-1.899111595,5.71,0.34,0.65,0.01,0.005,0.007,0.01,0.001,1.15,0.001,0.001,0.0005,0.0015,0.025,0.011,0.00015,0.0025,0.006,0.001,0.001,0.0025,0.006,0.849,,,,
95,CPO-ML-038,17-10-2008 0:00,Pozo,363570,6976340,1304,26.94,462.5,112.5,7.9,287.5,0,269,494,2.582,0.005,6.93,13.57484905,-9.77,-76.7,2828.34,3660,Salobre,23.07999401,9.257354454,0.202054821,12.50554594,13.93405862,27.14868067,0,4.408600212,0.434481791,45.92582129,45.04494922,-0.9683023,8.42,0.37,0.46,0.034,0.005,0.008,0.021,0.001,5.04,0.001,0.001,0.005,0.0015,0.025,0.009,0.00015,0.0025,0.011,0.001,0.001,0.022,0.005,0.015,,,,
96,CPO-ML-039,17-10-2008 0:00,Pozo,361726,6979258,1280,82.63,585,180,9.25,330,0,111,1100,3.222,0.005,6.8,13.32500521,-10.01,-78.4,3621.74,4940,Salobre,29.19307351,14.81176713,0.236583176,14.35419186,31.02725603,26.6490117,0,1.819162169,1.332636614,60.82806651,58.59561567,-1.869353553,8.28,0.475,0.64,0.035,0.005,0.009,0.031,0.001,5.48,0.001,0.003,0.012,0.0015,0.025,0.007,0.00015,0.0025,0.017,0.001,0.001,0.041,0.005,0.03,,,,
97,CPO-ML-040,17-10-2008 0:00,Pozo,364839,6975662,1449,39.6,530,130,9.5,385,0,254,756,3.472,0.005,6.91,15.0843223,-9.58,-76.2,3424.83,4460,Salobre,26.44842557,10.69738737,0.242977316,16.74655717,21.32418687,30.16751402,0,4.162767486,0.638659203,56.29312759,54.13534742,-1.954007027,6.88,0.425,0.63,0.031,0.005,0.008,0.026,0.001,6.09,0.001,0.002,0.007,0.0015,0.025,0.004,0.00015,0.0025,0.012,0.001,0.001,0.032,0.005,0.011,,,,
98,CPO-RC-060,14-05-2009 0:00,Pozo,403733,6891873,146,6.5,85,14,1.66,55,0,232,30,0.42,0.005,7.23,1.519883406,,,453.3,639,Dulce moderadamente mineralizada,4.241728629,1.152026332,0.042457089,2.39236531,0.846197892,3.039652897,0,3.802212822,0.104830425,7.792894035,7.82857736,0.228424862,4.02,0.02,1,0.01,0.005,0.0025,0.024,0.001,0.03,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.005,0.0025,0.001,0.001,0.0025,0.0015,0.005,,,,
99,CPO-RC-024,05-12-2008 0:00,Pozo,400614,6907334,298,12.8,130,28.75,3.2,60,0,244,31,0.749,0.005,7.4,3.102227774,-11.33,-84.2,684.44,1065,Dulce mineralizada,6.487349668,2.36576836,0.081844991,2.609853065,0.874404488,6.204223036,0,3.998879003,0.206435298,11.28394182,11.54481608,1.142743995,4.77,0.14,0.51,0.01,0.005,0.005,0.026,0.001,0.92,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.006,0.0025,0.001,0.014,0.0025,0.003,0.019,,,,
100,CPO-RC-025,06-12-2008 0:00,Pozo,382548,6933451,723,34.366,267.5,68.75,5.2,125,0,252,189,1.259,0.005,7.12,7.526545909,-10.44,-85.6,1538.2,2060,Salobre,13.34896951,5.657272166,0.13299811,5.437193886,5.331046719,15.0525277,0,4.12998979,0.554246519,25.06781073,24.57643367,-0.989796627,9.6,0.32,0.63,0.01,0.005,0.007,0.019,0.001,1.53,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.049,0.016,0.005,0.011,,,,
101,CPO-RC-026,09-12-2008 0:00,Pozo,379561,6936502,551,43.4,252.5,62.5,4.8,115,0,259,235,1.121,0.005,7.04,5.735998334,-10.67,-85.6,1392.19,1893,Salobre,12.60042916,5.142974697,0.122767486,5.002218375,6.628550153,11.47156675,0,4.244711728,0.699944682,23.04477332,22.86838972,-0.384167816,8.11,0.3,0.62,0.01,0.005,0.007,0.018,0.001,1.28,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.014,0.017,0.004,0.013,,,,
102,CPO-RT-073,07-06-2010 0:00,Pozo,379561,6936502,605,28.9,230,62,5.2,120,0,242,199,1,0.005,7.15,6.298146991,,,1369,1893,Salobre,11.47761864,5.101830899,0.13299811,5.219706131,5.613112683,12.59582193,0,3.966101306,0.466092196,22.64112812,21.93215378,-1.590581411,5.81,0.4,0.48,0.01,0.005,0.0025,0.019,0.001,0.88,0.001,0.001,0.001,0.0015,0.025,0.0015,0.0005,0.0025,,0.001,0.001,0.016,0.003,0.005,,,,
103,CPO-RC-028,10-12-2008 0:00,Pozo,376965,6945852,571,32.58,225,58.75,4.8,127.5,0,261,148,1.014,0.005,7.01,5.944201541,-10.75,-83.5,1297.4,1798,Salobre,11.22810519,4.834396215,0.122767486,5.545937764,4.174576266,11.88795756,0,4.277489425,0.525442344,20.8654656,21.73120666,2.032414779,6.38,0.31,0.68,0.01,0.005,0.006,0.017,0.001,1.11,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.014,0.007,0.004,0.005,,,,
