Nombre,CÓDIGO SNGM BBDD,Fecha,pH,SALINIDAD,Deuterio,O18,O2,Ca,Mg,Na,K,Li,CO3,HCO3,ION H+,SO4,Cl,NO3,F,Al,Sb,As,Ba,Be,B,Cd,Co,Cu,Cr,Sn,P,Fe,Mn,Hg,Mo,Ni,Ag,Pb,Se,V,Zn,Dureza T,Dureza Carb,Dureza No Carb,TDS 103,COTA,Este,Norte,Nombre largo,Conductividad eléctrica uS/cm,Tipo,Solidos Disueltos Totales TDS,Ferrico,Ferroso,T,ORP,Fuente,Unnamed: 0,Hora,Ab,Va,Br   ,Rb   ,Sr   ,Cs   ,Hf   ,Ta   ,Th   ,U    ,  Ga  ,  Ge  ,Tl   ,Si,eH,Do,ppmDO,Exceso Deuterio
CPO-YP-064,SNGM-CPO-537,18-05-2009,7.37,0.3,,,4.6,142.0,32.5,49.0,2.54,0.2,0,187.0,,371.0,49.0,13.227,0.8,0.01,0.005,0.0025,0.015,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.786,0.0015,0.00015,0.007,0.0025,0.001,0.001,0.0025,0.0015,0.005,487.97,153.16,334.81,794.09,1091.0,400361.0,6909928.0,Fundo el Canelo; pozo n° 2 Canelo Bajo,1085,Pozo,751.98,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-066,SNGM-CPO-538,13-06-2008,7.12,0.4,,,11.54,167.5,37.25,77.5,3.4,0.21,0,232.0,,449.0,61.0,9.6,0.61,0.01,0.005,0.0025,0.018,0.001,0.86,0.001,0.001,0.005,0.0005,0.0015,0.025,0.593,0.005,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.003,0.005,571.13,189.88,381.25,971.35,862.0,387313.0,6924278.0,Fundo Tres Soles; pozo 3 soles,1290,Pozo,919.84,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-011,SNGM-CPO-539,09-04-2008,7.37,0.3,,,5.37,160.0,25.0,48.5,2.6,0.12,0,203.0,,358.0,26.0,31.65,0.06,0.023,0.005,0.0025,0.027,0.001,0.3,0.001,0.001,0.005,0.001,0.0015,0.025,0.68,0.017,0.00015,0.009,0.0025,0.001,0.001,0.0025,0.003,0.005,502.04,166.07,335.97,793.94,1465.0,411078.0,6887041.0,Agrícola Iglesia Colorada; Pozo Caserones CCh-2 o P-1,1089,Pozo,751.84,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-010,SNGM-CPO-540,09-04-2008,7.31,0.3,,,2.82,155.0,25.0,42.0,2.4,0.1,0,207.0,,325.0,26.0,25.9,0.06,0.025,0.005,0.0025,0.027,0.001,0.28,0.001,0.001,0.005,0.0005,0.0015,0.025,0.853,0.068,0.00015,0.008,0.0025,0.001,0.001,0.0025,0.0015,0.011,489.56,170.08,319.49,742.33,1446.0,410742.0,6887620.0,Minera Caserones; Pozo Caserones CCh-4,1066,Pozo,702.97,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-060,SNGM-CPO-545,15-05-2009,7.32,0.5,,,4.28,147.0,37.0,96.8,3.1,0.24,0,207.0,,416.0,77.0,26.396,0.75,0.01,0.005,0.0025,0.017,0.001,0.03,0.001,0.001,0.005,0.001,0.0015,0.025,0.819,0.0015,0.00015,0.005,0.0025,0.001,0.001,0.007,0.004,0.005,518.95,169.61,349.35,956.57,965.0,391682.0,6920448.0,Fundo Quinta Morales; pozo n° 1,1286,Pozo,905.84,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-012,SNGM-CPO-548,09-04-2008,7.35,0.4,,,5.65,185.0,29.0,45.5,2.8,0.12,0,192.0,,441.0,32.0,45.75,0.54,0.01,0.005,0.0025,0.035,0.001,0.25,0.001,0.001,0.005,0.0005,0.0015,0.025,0.72,0.016,0.00015,0.008,0.0025,0.001,0.001,0.0025,0.0015,0.005,580.87,157.37,423.51,924.84,1476.0,411323.0,6886660.0,Agrícola Iglesia Colorada; pozo Caserones  CCH-1 o P-4,1229,Pozo,875.79,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-068,SNGM-CPO-551,16-06-2008,7.4,0.3,,,6.59,137.5,29.25,57.5,2.4,0.23,0,196.0,,332.0,42.0,14.4,0.66,0.01,0.005,0.0025,0.016,0.001,0.63,0.001,0.001,0.005,0.0005,0.0015,0.025,0.398,0.0015,0.00015,0.007,0.0025,0.001,0.001,0.0025,0.004,0.005,463.37,160.89,302.48,751.89,1046.0,399490.0,6911474.0,Frutícola Río Copiapó; pozo n° 1,1021,Pozo,712.02,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-053,SNGM-CPO-553,25-01-2010,7.12,1.1,,,8.89,302.5,80.0,145.0,5.6,0.36,0,231.0,,754.0,281.0,21.0,0.47,0.01,0.005,0.006,0.022,0.001,1.7,0.001,0.001,0.005,0.002,0.0015,0.025,1.3,0.0015,,0.0025,,0.001,0.001,0.01,0.004,0.015,1083.8,189.4,894.4,1799.22,503.0,374508.0,6958978.0,I. Municipalidad de Tierra Amarilla; pozo Comisión Sequía,2350,Pozo,1703.8,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-057,SNGM-CPO-560,06-06-2008,7.23,0.2,,,6.44,147.5,20.5,25.5,2.3,0.08,0,270.0,,237.0,23.0,22.85,0.55,0.01,0.005,0.0025,0.043,0.001,0.23,0.001,0.001,0.005,0.0005,0.0015,0.025,0.501,0.004,0.00015,0.009,0.0025,0.001,0.001,0.0025,0.0015,0.005,452.33,221.19,231.14,645.95,1581.0,414587.0,6884256.0,Fundo Iglesia Colorada; pozo n° 1,898,Pozo,611.69,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-077,SNGM-CPO-572,19-06-2008,7.03,1.6,,,5.54,375.0,112.5,300.0,7.0,0.37,32,310.0,,1273.0,226.0,42.61,0.33,0.01,0.005,0.0025,0.014,0.001,3.41,0.001,0.001,0.005,0.002,0.0015,0.025,1.26,0.007,0.00015,0.0025,0.0025,0.001,0.001,0.023,0.004,0.024,1398.36,305.41,1092.95,2662.38,275.0,354823.0,6980778.0,González; pozo no individualizado,3060,Pozo,2521.19,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-063,SNGM-CPO-576,24-04-2010,6.98,1.6,,,4.93,422.5,110.0,227.5,8.0,0.42,0,359.0,,1131.0,354.0,126.3,0.45,0.01,0.005,0.0025,0.024,0.001,2.15,0.001,0.001,0.005,0.001,0.0015,0.025,1.737,0.0015,0.00015,0.0025,,0.001,0.001,0.0025,0.004,0.005,1506.59,294.4,1212.19,2699.78,282.0,358134.0,6979652.0,"Reginio Aróstica - parcela 30 lote 12, Toledo",3310,Pozo,2556.61,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-048,SNGM-CPO-578,13-10-2009,7.26,1.1,-81.3,-10.6,4.79,245.0,79.0,220.0,6.9,0.38,0,299.0,,853.0,172.0,28.6,0.54,0.022,0.005,0.008,0.014,0.001,2.12,0.001,0.001,0.005,0.002,0.0015,0.053,1.047,0.009,,0.0025,0.0025,0.001,0.001,0.007,0.004,0.021,936.2,245.4,690.82,1850.86,228.0,348511.0,6976356.0,Sergio Rubilar; pozo no individualizado,2360,Pozo,1752.7,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-066,SNGM-CPO-582,26-04-2010,7.1,1.1,,,3.61,237.5,70.0,212.5,6.6,0.34,0,334.0,,847.0,155.0,12.0,0.4,0.01,0.005,0.006,0.014,0.001,2.7,0.001,0.001,0.005,0.001,0.0015,0.025,0.908,0.0015,0.00015,0.0025,,0.001,0.001,0.006,0.004,0.005,880.49,274.0,606.49,1801.32,218.0,347318.0,6975609.0,César Valdivia; pozo no individualizado,2340,Pozo,1705.79,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-071,SNGM-CPO-588,17-06-2008,6.92,4.5,,,8.09,625.0,260.0,1200.0,24.0,0.73,0,425.0,,3366.0,1010.0,18.34,0.39,0.023,0.005,0.0025,0.013,0.001,8.57,0.001,0.002,0.005,0.004,0.0015,0.025,4.561,0.571,0.00015,0.007,0.006,0.001,0.001,0.007,0.0015,0.661,2628.81,348.35,2280.46,7089.1,102.0,324086.0,6975111.0,Fundo María Isabel; pozo Taller,8110,Pozo,6713.16,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-047,SNGM-CPO-588,13-10-2009,7.39,4.2,-73.8,-9.32,0.94,565.0,235.0,1200.0,21.0,0.7,0,393.0,,2958.0,964.0,1.5,0.42,0.01,0.005,0.008,0.014,0.001,9.94,0.001,0.001,0.005,0.003,0.0015,0.025,2.579,0.368,,0.008,0.006,0.001,0.001,0.005,0.0015,13.2,2376.28,321.9,2054.38,6483.96,102.0,324086.0,6975111.0,Fundo María Isabel; pozo Taller,7560,Pozo,6140.12,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-023,SNGM-CPO-598,09-07-2009,7.17,1,,,6.05,228.0,75.0,135.0,5.8,0.34,0,237.0,,747.0,217.0,14.9,0.7,0.01,0.005,0.0025,0.018,0.001,1.12,0.001,0.001,0.005,0.001,0.0015,0.025,1.051,0.0015,,0.0025,0.0025,0.001,0.001,0.008,0.003,0.005,876.0,195.0,681.0,1626.0,496.0,374641.0,6958606.0,Pucobre - planta San José; pozo n° 8,2250,Pozo,1540.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-039,SNGM-CPO-599,08-10-2009,7.29,1.1,-79.3,-10.36,4.87,290.0,82.5,170.0,5.75,0.38,0,225.0,,799.0,295.0,23.2,0.46,0.01,0.005,0.0025,0.021,0.001,0.99,0.001,0.001,0.005,0.002,0.0015,0.025,1.548,0.004,,0.0025,0.0025,0.001,0.001,0.009,0.004,0.014,1062.89,184.0,878.89,1876.22,503.0,374442.0,6958600.0,Pucobre - parcela Las Flores; pozo n° 3,2400,Pozo,1776.72,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-024,SNGM-CPO-601,09-07-2009,6.76,2.3,-58.8,-6.13,5.45,575.0,110.0,395.0,8.9,0.14,0,272.0,,1739.0,584.0,52.5,0.52,0.01,0.005,0.0025,0.021,0.001,1.72,0.001,0.001,0.005,0.002,0.0015,0.025,2.253,0.0015,,0.007,0.0025,0.001,0.001,0.016,0.005,0.005,1887.0,223.0,1664.0,3800.0,505.0,376868.0,6970720.0,"Planta Biocobre, Paipote; pozo Biocobre n° 3",4450,Pozo,3599.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-051,SNGM-CPO-602,23-01-2010,7.48,0.7,,,6.88,210.0,52.5,127.5,4.8,0.3,0,246.0,,552.0,142.0,9.1,0.45,0.021,0.005,0.005,0.015,0.001,1.9,0.001,0.001,0.005,0.001,0.0015,0.025,0.91,0.0015,,0.0025,,0.001,0.001,0.0025,0.004,0.005,739.89,202.0,537.89,1287.87,451.0,374863.0,6962559.0,Jacobo Riff - fundo Buitrón,1725,Pozo,1219.57,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-043,SNGM-CPO-613,09-10-2009,7.15,0.2,-85.4,-11.64,4.5,114.0,20.2,42.5,1.69,0.04,0,227.0,,201.0,46.0,25.3,0.39,0.01,0.005,0.0025,0.031,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.6445,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.0015,0.005,367.52,186.0,181.52,593.85,1245.0,403667.0,6894817.0,Amigos del Norte - fundo Lautaro; pozo n° 5,857,Pozo,562.36,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-005,SNGM-CPO-622,03-09-2008,7.2,0.8,,,1.02,220.0,61.25,167.5,5.3,0.31,0,265.0,,744.0,152.0,14.78,0.53,0.01,0.005,0.006,0.016,0.001,1.03,0.001,0.001,0.005,0.002,0.0015,0.025,0.594,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.006,0.004,0.045,800.84,216.95,583.89,1579.65,606.0,376592.0,6949466.0,Coemin; BBA pique 3,1876,Pique,1495.88,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-059,SNGM-CPO-623,11-06-2008,7.19,0.8,,,8.62,252.5,57.5,117.5,4.3,0.29,0,238.0,,576.0,201.0,27.5,0.52,0.01,0.005,0.0025,0.018,0.001,1.11,0.001,0.001,0.005,0.001,0.0015,0.025,0.922,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.012,0.004,0.017,866.5,195.03,671.47,1430.31,661.0,378270.0,6940973.0,Fundo Maitenes; pozo n° 2,1917,Pozo,1354.45,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-018,SNGM-CPO-624,29-08-2008,7.25,0.8,,,6.13,215.0,67.5,140.0,4.3,0.3,0,280.0,,1298.0,23.0,1.5,0.53,0.01,0.005,0.0025,0.017,0.001,1.45,0.001,0.001,0.005,0.001,0.0015,0.025,1.302,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.006,0.004,0.011,814.07,229.47,584.6,1480.15,458.0,374561.0,6961094.0,Minera Candelaria - sector Alcaparrosa; pozo n° 8,1769,Pozo,1885.76,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-054,SNGM-CPO-625,26-01-2010,7.05,2.1,,,5.12,585.0,150.0,215.0,8.0,0.44,0,248.0,,1250.0,658.0,24.0,0.43,0.022,0.005,0.006,0.03,0.001,1.7,0.001,0.001,0.005,0.009,0.0015,0.025,2.5,0.0015,,0.0025,,0.001,0.001,0.023,0.004,0.005,2076.56,203.0,1873.56,3181.27,368.0,366876.0,6972644.0,Hotel Las Pircas,3990,Pozo,3012.57,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-061,SNGM-CPO-626,23-04-2010,7.17,1.3,,,5.24,332.5,77.5,212.5,6.7,0.33,0,297.0,,948.0,288.0,53.7,0.46,0.01,0.005,0.0025,0.016,0.001,2.13,0.001,0.001,0.005,0.001,0.0015,0.025,1.215,0.0015,0.00015,0.0025,,0.001,0.001,0.008,0.004,0.012,1148.36,243.4,904.96,2181.57,310.0,361285.0,6978382.0,Loreto Grossi; pozo no individualizado,2750,Pozo,2065.88,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-076,SNGM-CPO-630,10-06-2010,7.17,0.5,,,5.06,160.0,40.0,75.0,3.6,0.2,0,206.0,,466.0,88.0,25.0,0.47,0.02,0.005,0.0025,0.019,0.001,0.61,0.001,0.001,0.005,0.001,0.0015,0.025,0.74,0.011,0.0024,0.0025,,0.001,0.001,0.007,0.003,0.005,564.0,169.0,395.0,1012.0,974.0,392019.0,6920421.0,Fundo San Francisco; pozo n° 2,1373,Pozo,959.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-002,SNGM-CPO-636,27-08-2008,7.22,1.8,,,1.07,345.0,105.0,387.5,8.7,0.36,0,269.0,,1497.0,269.0,12.07,0.39,0.01,0.005,0.0025,0.015,0.001,2.96,0.001,0.001,0.005,0.001,0.0015,0.025,1.115,0.007,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.073,1292.66,220.69,1071.98,2911.06,162.0,336501.0,6969148.0,Llano Las Liebres; pozo no individualizado,3420,Pozo,2756.69,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-059,SNGM-CPO-636,08-12-2009,7.26, ,-80.5,-10.35, ,630.0,175.0,680.0,13.0,0.48,0,254.0,,2213.0,651.0,7.4,0.32,0.01,0.005,0.0025,0.025,0.001,4.33,0.001,0.001,0.005,0.001,0.0015,0.025,2.544,0.0015,,0.0025,,0.001,0.001,0.017,0.004,0.023,2292.0,208.3,2083.0,4746.0,162.0,336501.0,6969148.0,Llano Las Liebres; pozo no individualizado,5290,Pozo,4495.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-001,SNGM-CPO-642,27-08-2008,9.1,1.5,,,0.96,378.75,155.0,637.5,9.4,0.33,0,210.0,,2283.0,383.0,9.0,0.26,0.022,0.005,0.0025,0.013,0.001,5.34,0.001,0.002,0.005,0.002,0.0015,0.025,1.628,0.697,0.00015,0.01,0.0025,0.001,0.003,0.007,0.004,0.111,1582.53,172.51,1410.02,4180.86,164.0,336089.0,6971787.0,Fundo San Camilo,3960,Pozo,3959.15,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-032,SNGM-CPO-647,04-12-2008,7.47,0.3,-85.1,-11.45,6.12,160.0,30.75,60.0,2.8,0.17,0,220.0,,393.0,42.0,9.85,0.64,0.01,0.005,0.0025,0.018,0.001,0.72,0.001,0.001,0.005,0.0005,0.0015,0.025,0.729,0.0015,0.00015,0.007,0.0025,0.001,0.009,0.0025,0.003,0.073,525.68,180.24,345.45,852.97,1088.0,401056.0,6907262.0,Fundo Amolana; pozo Tabilo n° 2,1113,Pozo,807.74,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-063,SNGM-CPO-650,15-05-2009,7.28,0.5,,,3.65,169.0,39.0,84.0,2.98,0.24,0,205.0,,462.0,72.0,26.946,1.06,0.01,0.005,0.0025,0.018,0.001,0.03,0.001,0.001,0.005,0.001,0.0015,0.025,0.835,0.0015,0.00015,0.006,0.0025,0.001,0.001,0.007,0.003,0.005,582.07,168.1,413.97,1011.8,1020.0,398164.0,6913118.0,Agrícola Atacama - fundo Viña; Hijuela Abello,1326,Pozo,958.14,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-044,SNGM-CPO-650,09-12-2008,7.25,0.5,-81.4,-11.02,5.78,182.5,39.75,77.5,3.1,0.24,0,227.0,,465.0,68.0,22.8,0.61,0.01,0.005,0.0025,0.019,0.001,0.86,0.001,0.001,0.005,0.0005,0.0015,0.025,0.86,0.0015,0.00015,0.006,0.0025,0.001,0.003,0.007,0.003,0.014,618.84,186.15,432.69,1025.35,1020.0,398164.0,6913118.0,Agrícola Atacama - fundo Viña; Hijuela Abello,1328,Pozo,970.98,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-052,SNGM-CPO-651,06-06-2008,7.33,0.1,,,7.48,105.5,16.5,28.5,1.53,0.02,0,226.0,,157.0,23.0,17.8,0.35,0.01,0.005,0.0025,0.022,0.001,0.14,0.001,0.001,0.005,0.0005,0.0015,0.025,0.39,0.0015,0.00015,0.005,0.0025,0.001,0.001,0.0025,0.0015,0.005,331.09,185.13,145.96,487.44,1240.0,403600.0,6895212.0,Amigos del Norte - fundo Lautaro; pozo n° 1,700,Pozo,461.59,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-047,SNGM-CPO-657,10-12-2008,7.19,0.7,-75.5,-10.71,7.23,215.0,52.0,130.0,4.3,0.3,0,270.0,,512.0,156.0,28.9,0.66,0.01,0.005,0.0025,0.017,0.001,1.09,0.001,0.001,0.005,0.001,0.0015,0.025,1.044,0.0015,0.00015,0.0025,0.0025,0.001,0.003,0.014,0.004,0.017,750.31,221.3,529.01,1301.29,733.0,381401.0,6934973.0,Fundo Hornitos; pozo Hornitos Antiguo 1,1706,Pozo,1232.28,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-057,SNGM-CPO-659,14-05-2009,7.42,0.2,,,6.2,108.5,18.8,48.5,2.3,0.12,0,206.0,,255.0,17.0,1.5,0.77,0.01,0.005,0.0025,0.035,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.667,0.005,0.00015,0.01,0.0025,0.001,0.001,0.0025,0.0015,0.018,348.04,168.8,179.23,582.77,1533.0,413502.0,6885161.0,Agrícola Bauza; pozo Pulido BB2,814,Pozo,551.87,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-068,SNGM-CPO-662,20-05-2009,7.1,0.5,,,6.1,174.0,41.0,93.5,3.98,0.24,0,266.0,,459.0,65.0,11.044,0.82,0.01,0.005,0.0025,0.019,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.942,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.003,0.005,602.77,218.05,384.72,1034.26,834.0,386076.0,6926923.0,Fundo las Parcelas; pozo n° 1,1353,Pozo,979.42,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-042,SNGM-CPO-676,09-12-2008,7.33,0.4,-81.4,-11.28,6.1,147.5,34.5,70.0,2.8,0.24,0,206.0,,389.0,60.0,18.1,0.65,0.01,0.005,0.0025,0.016,0.001,0.73,0.001,0.001,0.005,0.001,0.0015,0.025,0.759,0.0015,0.00015,0.007,0.0025,0.001,0.003,0.0025,0.004,0.025,509.92,168.52,341.52,870.34,1018.0,397907.0,6914036.0,Agrícola Atacama - fundo Viña; Viña del Cerro 1,1151,Pozo,824.19,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-056,SNGM-CPO-684,10-06-2008,7.41,0.1,,,6.91,108.75,15.5,21.5,1.33,0.02,0,248.0,,131.0,19.0,4.75,0.32,0.01,0.005,0.0025,0.026,0.001,0.13,0.001,0.001,0.005,0.0005,0.0015,0.025,0.349,0.034,0.00015,0.005,0.0025,0.001,0.001,0.0025,0.0015,0.01,335.09,203.21,131.87,447.65,1345.0,404000.0,6889753.0,"Hacienda Manflas; pozo n° 3, El Sauce",658,Pozo,423.91,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-042,SNGM-CPO-684,09-10-2009,7.2,0.1,-85.6,-11.62,5.31,92.5,15.0,35.0,1.36,0.04,0,245.0,,153.0,13.0,4.6,0.42,0.01,0.005,0.0025,0.027,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.506,0.0015,,0.006,0.0025,0.001,0.001,0.0025,0.0015,0.005,292.49,200.8,91.69,460.24,1345.0,404000.0,6889753.0,"Hacienda Manflas; pozo n° 3, El Sauce",677,Pozo,435.84,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-036,SNGM-CPO-695,06-12-2008,7.32,0.3,-80.8,-11.31,5.95,135.0,31.25,88.75,2.6,0.21,0,222.0,,348.0,48.0,14.15,0.62,0.01,0.005,0.0025,0.017,0.001,0.71,0.001,0.001,0.005,0.0005,0.0015,0.025,0.683,0.0015,0.00015,0.007,0.0025,0.001,0.003,0.0025,0.004,0.069,465.36,181.66,283.7,834.52,1047.0,398224.0,6912831.0,Fundo y Agrícola Retamo 2; pozo Retamo 2,1071,Pozo,777.31,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-027,SNGM-CPO-698,10-12-2008,7.38,0.5,-86.4,-10.88,7.4,165.0,45.5,91.25,4.0,0.24,0,282.0,,465.0,75.0,15.7,0.63,0.01,0.005,0.0025,0.015,0.001,0.87,0.001,0.001,0.005,0.001,0.0015,0.025,0.794,0.0015,0.00015,0.0025,0.0025,0.001,0.014,0.0025,0.004,0.005,598.83,231.5,367.45,1057.57,770.0,382481.0,6932015.0,Fundo El Sol; pozo n° 1,1364,Pozo,1001.49,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RC-062,SNGM-CPO-699,14-05-2009,7.42,0.2,,,3.84,118.0,26.0,63.0,2.64,0.16,0,208.0,,291.0,34.0,1.5,0.76,0.01,0.005,0.0025,0.018,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.552,0.0015,0.00015,0.006,0.0025,0.001,0.001,0.0025,0.003,0.005,401.35,170.41,230.94,675.23,1101.0,400820.0,6905912.0,Fundo Rio Blanco Amolanas; pozo Amolanas n° 2 (PO-01),941,Pozo,639.42,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-072,SNGM-CPO-702,07-06-2010,7.27,1,,,7.59,270.0,73.0,110.0,6.0,0.4,0,201.0,,673.0,310.0,42.8,0.43,0.01,0.005,0.0025,0.022,0.001,0.86,0.001,0.001,0.005,0.002,0.0015,0.025,1.6,0.009,0.0006,0.0025,,0.001,0.001,0.014,0.0015,0.005,974.0,165.0,809.0,1673.0,632.0,378174.0,6943864.0,Fundo Colina; pozo Colina n° 1,2300,Pozo,1585.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-048,SNGM-CPO-702,10-12-2008,7.11,1,-78.9,-10.33,6.98,277.5,72.25,137.5,5.3,0.35,0,226.0,,637.0,258.0,46.8,0.6,0.01,0.005,0.0025,0.02,0.001,1.15,0.001,0.001,0.005,0.002,0.0015,0.025,1.308,0.0015,0.00015,0.0025,0.0025,0.001,0.003,0.012,0.004,0.017,989.54,185.6,803.94,1633.31,632.0,378174.0,6943864.0,Fundo Colina; pozo Colina n° 1,2160,Pozo,1546.7,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-064,SNGM-CPO-707,12-06-2008,7.39,0.2,,,7.58,120.0,21.75,36.5,2.0,0.1,0,212.0,,223.0,35.0,11.95,0.48,0.01,0.005,0.0025,0.021,0.001,0.32,0.001,0.001,0.005,0.001,0.0015,0.025,0.392,0.0015,0.00015,0.007,0.0025,0.001,0.003,0.0025,0.004,0.032,388.86,173.82,215.04,586.61,1158.0,403955.0,6902087.0,Fundo Algarrobo de la Virgen; pozo Algarrobal,805,Pozo,555.5,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-058,SNGM-CPO-717,10-06-2008,7.45,0.2,,,7.88,127.5,22.25,31.0,2.5,0.1,0,222.0,,236.0,23.0,28.5,0.52,0.01,0.005,0.0025,0.026,0.001,0.27,0.001,0.001,0.005,0.001,0.0015,0.025,0.413,0.0015,0.00015,0.008,0.0025,0.001,0.001,0.0025,0.004,0.012,409.63,181.8,227.83,613.57,1262.0,406483.0,6895336.0,"Agrícola Pulido - fundo Cabo de Hornos; pozo 2, Pulido 1",848,Pozo,581.03,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-074,SNGM-CPO-721,07-06-2010,7.33,0.8,,,6.63,230.0,62.0,115.0,5.0,0.4,0,237.0,,593.0,205.0,37.5,0.46,0.01,0.005,0.0025,0.018,0.001,0.85,0.001,0.001,0.005,0.001,0.0015,0.025,0.99,0.0015,0.0008,0.0025,,0.001,0.001,0.014,0.003,0.005,829.0,194.0,635.0,1441.0,712.0,378799.0,6937759.0,Fundo Villa María; pozo n° 4,1886,Pozo,1365.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
